provider_code,provider_name,provider_postcode,site_code,site_name,site_postcode,establishment_ukprn,establishment_urn,establishment_name,establishment_postcode
1A8,Halterworth Teaching School Partnership,SO51 9AD,5,Anton Infant School,SP10 2HF,10075377,115973,Anton Infant School,SP10 2HF
1A8,Halterworth Teaching School Partnership,SO51 9AD,C,Awbridge Primary School,SO51 0HL,10087082,148213,Awbridge Primary School,SO51 0HL
1A8,Halterworth Teaching School Partnership,SO51 9AD,P,Blackfield Primary School,SO45 1XA,10047624,141474,Blackfield Primary School,SO45 1XA
1A8,Halterworth Teaching School Partnership,SO51 9AD,A,Calmore Junior School,SO40 2ZZ,10069660,116483,Calmore Junior School,SO40 2ZZ
1A8,Halterworth Teaching School Partnership,SO51 9AD,E,Cupernham Infant School,SO51 7JT,10075349,116048,Cupernham Infant School,SO51 7JT
1A8,Halterworth Teaching School Partnership,SO51 9AD,F,Cupernham Junior School,SO51 7JT,10070611,115944,Cupernham Junior School,SO51 7JT
1A8,Halterworth Teaching School Partnership,SO51 9AD,O,Hiltingbury Infant School,SO53 5NP,10080440,115980,Hiltingbury Infant School,SO53 5NP
1A8,Halterworth Teaching School Partnership,SO51 9AD,D,North Baddesley Infant School,SO52 9EE,10075398,115875,North Baddesley Infant School,SO52 9EE
1A8,Halterworth Teaching School Partnership,SO51 9AD,4,North Baddesley Junior School,SO52 9EP,10079103,115998,North Baddesley Junior School,SO52 9EP
1A8,Halterworth Teaching School Partnership,SO51 9AD,9,Oakridge Junior School,RG21 5RR,10070608,115974,Oakridge Junior School,RG21 5RR
1A8,Halterworth Teaching School Partnership,SO51 9AD,3,Portway Junior School,SP10 3NA,10070625,115853,Portway Junior School,SP10 3NA
1A8,Halterworth Teaching School Partnership,SO51 9AD,Q,St Finian's Catholic Primary School,RG18 9HU,10070229,110037,St Finian's Catholic Primary School,RG18 9HU
1A8,Halterworth Teaching School Partnership,SO51 9AD,B,Wellow Primary School,SO51 6BG,10087081,148214,Wellow Primary School,SO51 6BG
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,Y,Asquith Primary School,LS27 9QY,10073608,132795,Asquith Primary School,LS27 9QY
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,R,Churwell Primary School,LS27 9HR,10075614,107820,Churwell Primary School,LS27 9HR
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,F,Colne Valley High School,HD7 5SP,10045448,140660,Colne Valley High School,HD7 5SP
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,O,Fountain Primary School,LS27 0AW,10071733,134973,Fountain Primary School,LS27 0AW
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,H,Horbury Academy,WF4 5HE,10038586,138707,Horbury Academy,WF4 5HE
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,K,Kettlethorpe High School,WF2 7EL,10016254,108271,Kettlethorpe High School,WF2 7EL
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,T,Leeds Trinity University,LS18 5HD,10003863,133838,Leeds Trinity University,LS18 5HD
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,D,Marsden Junior School,HD7 6EP,10048632,141687,Marsden Junior School,HD7 6EP
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,A,Middleton Primary School,LS10 4HU,10081003,146297,Middleton Primary School,LS10 4HU
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,V,Morley Victoria Primary School,LS27 9NW,10072277,107866,Morley Victoria Primary School,LS27 9NW
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,S,Spen Valley High School,WF15 7LX,10017619,107778,Spen Valley High School,WF15 7LX
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,E,Upper Batley High School,WF17 0BJ,10054163,142406,Upper Batley High School,WF17 0BJ
13R,The Yorkshire Rose Teaching Alliance,WF17 0LD,Q,Westborough High School,WF13 2JE,10015659,107775,Westborough High School,WF13 2JE
1SL,St Ambrose Barlow,M27 9QP,B,Bedford High School,WN7 2LU,10018061,106523,Bedford High School,WN7 2LU
1SL,St Ambrose Barlow,M27 9QP,K,St Mark's RC Primary School,M27 8QE,10070713,105956,St Mark's RC Primary School,M27 8QE
1SL,St Ambrose Barlow,M27 9QP,T,Thornleigh Salesian College,BL1 6PQ,10006897,105264,Thornleigh Salesian College,BL1 6PQ
295,Saint George's Church of England School,DA11 7LS,P,Painters Ash Primary School,DA11 8EL,10073104,118491,Painters Ash Primary School,DA11 8EL
295,Saint George's Church of England School,DA11 7LS,D,Thamesview School,DA12 4LF,10006569,118879,Thamesview School,DA12 4LF
295,Saint George's Church of England School,DA11 7LS,2,The Ebbsfleet Academy,DA10 0BZ,10038343,137581,The Ebbsfleet Academy,DA10 0BZ
G50,The University of Gloucestershire,GL52 3JG,D,Drove Primary School,SN1 3AH,10037762,138309,Drove Primary School,SN1 3AH
G50,The University of Gloucestershire,GL52 3JG,E,Emersons Green Primary School,BS16 7GA,10076697,131767,Emersons Green Primary School,BS16 7GA
26D,STAR Teaching School Alliance,LS25 5PN,5,Kellington Primary School,DN14 0NY,10068085,146006,Kellington Primary School,DN14 0NY
26D,STAR Teaching School Alliance,LS25 5PN,W,Sherburn High School ,LS25 6AS,10067761,145819,Sherburn High School,LS25 6AS
26D,STAR Teaching School Alliance,LS25 5PN,7,Sherburn Hungate Primary School,LS25 6DD,10067762,145821,Sherburn Hungate Primary School,LS25 6DD
26D,STAR Teaching School Alliance,LS25 5PN,L,Tadcaster Grammar School,LS24 9NB,10067568,145777,Tadcaster Grammar School,LS24 9NB
26D,STAR Teaching School Alliance,LS25 5PN,D,University of Hull,HU6 7RX,10007149,133824,University of Hull,HU6 7RX
134,Catholic Teaching Alliance (South East London),SE16 4UN,5,Bishop Thomas Grant Catholic Secondary School,SW16 2HY,10014777,100638,Bishop Thomas Grant Catholic Secondary School,SW16 2HY
134,Catholic Teaching Alliance (South East London),SE16 4UN,B,Bonus Pastor Catholic College,BR1 5PZ,10014886,100752,Bonus Pastor Catholic College,BR1 5PZ
134,Catholic Teaching Alliance (South East London),SE16 4UN,K,Christ the King Sixth Form College,SE13 5GE,10001416,130416,Christ The King Sixth Form College,SE13 5GE
134,Catholic Teaching Alliance (South East London),SE16 4UN,4,La Retraite Roman Catholic Girls' School,SW12 0AB,10003732,100637,La Retraite Roman Catholic Girls' School,SW12 0AB
134,Catholic Teaching Alliance (South East London),SE16 4UN,H,Sacred Heart Catholic School,SE5 0RP,10038069,138960,Sacred Heart Catholic School,SE5 0RP
134,Catholic Teaching Alliance (South East London),SE16 4UN,3,Saint John Bosco College,SW11 3DQ,10035180,135762,Saint John Bosco College,SW11 3DQ
134,Catholic Teaching Alliance (South East London),SE16 4UN,R,Simon Langton Grammar School for Boys,CT4 7AS,10005849,118884,Simon Langton Grammar School for Boys,CT4 7AS
134,Catholic Teaching Alliance (South East London),SE16 4UN,L,St Columba's Catholic Boys' School,DA6 7QB,10038628,138650,St Columba's Catholic Boys' School,DA6 7QB
134,Catholic Teaching Alliance (South East London),SE16 4UN,E,St Fidelis Catholic Primary School,DA8 3HQ,10071665,101458,St Fidelis Catholic Primary School,DA8 3HQ
134,Catholic Teaching Alliance (South East London),SE16 4UN,A,St James' Roman Catholic Primary School,BR5 1BL,10036992,137958,St James' Roman Catholic Primary School,BR5 1BL
134,Catholic Teaching Alliance (South East London),SE16 4UN,I,St John Fisher Catholic Primary School,DA18 4BA,10071663,101460,St John Fisher Catholic Primary School,DA18 4BA
134,Catholic Teaching Alliance (South East London),SE16 4UN,S,St Mary's Catholic High School,CR9 2EE,10017849,101814,St Mary's Catholic High School,CR9 2EE
134,Catholic Teaching Alliance (South East London),SE16 4UN,Y,St Mary's Catholic Primary School,BR3 5DE,10047891,141535,St Mary's Catholic Primary School,BR3 5DE
134,Catholic Teaching Alliance (South East London),SE16 4UN,M,St Michael's Catholic College,SE16 4UN,10038068,138961,St Michael's Catholic College,SE16 4UN
134,Catholic Teaching Alliance (South East London),SE16 4UN,W,St Stephen's Catholic Primary School,DA16 3QG,10071668,101455,St Stephen's Catholic Primary School,DA16 3QG
134,Catholic Teaching Alliance (South East London),SE16 4UN,7,St Thomas More Catholic Primary School,DA7 4PH,10071664,101459,St Thomas More Catholic Primary School,DA7 4PH
134,Catholic Teaching Alliance (South East London),SE16 4UN,U,St Ursula's Convent School,SE10 8HN,10017241,100193,St Ursula's Convent School,SE10 8HN
134,Catholic Teaching Alliance (South East London),SE16 4UN,6,St William of York Catholic Primary School,SE23 1PS,10075972,100737,St William of York Catholic Primary School,SE23 1PS
K84,Kingston University,KT2 7LB,D,Belleville Primary School,SW11 6PR,10035480,137563,Belleville Primary School,SW11 6PR
1A5,Sheringham Primary Teaching School Alliance,NR26 8UH,U,University of East Anglia,NR4 7TJ,10007789,133853,University of East Anglia,NR4 7TJ
2KD,Swindon Teacher Training Partnership,SN5 6HN,1,Lydiard Park Academy,SN5 6HN,10034861,137264,Lydiard Park Academy,SN5 6HN
1O7,Wood Green ITT Alliance,WS10 9QU,J,Joseph Leckie Academy,WS5 4PG,10036183,137830,Joseph Leckie Academy,WS5 4PG
1O7,Wood Green ITT Alliance,WS10 9QU,P,Pool Hayes Academy,WV12 4QZ,10055379,142594,Pool Hayes Academy,WV12 4QZ
1O7,Wood Green ITT Alliance,WS10 9QU,A,Queen Mary's Grammar School ,WS1 2PG,10033780,136773,Queen Mary's Grammar School,WS1 2PG
1O7,Wood Green ITT Alliance,WS10 9QU,5,St Francis of Assisi Catholic College,WS9 0RN,10006160,104255,St Francis of Assisi Catholic College,WS9 0RN
1O7,Wood Green ITT Alliance,WS10 9QU,C,The Phoenix Collegiate,B71 2BX,10030873,136091,The Phoenix Collegiate,B71 2BX
1O7,Wood Green ITT Alliance,WS10 9QU,7,Wednesfield High Academy ,WV11 3ES,10047085,141245,Wednesfield High Academy,WV11 3ES
1O7,Wood Green ITT Alliance,WS10 9QU,E,Willenhall E-ACT Academy,WV12 4BD,10036070,137706,Willenhall E-ACT Academy,WV12 4BD
1O7,Wood Green ITT Alliance,WS10 9QU,W,Windsor High School and Sixth Form,B63 4BB,10033332,136618,Windsor High School and Sixth Form,B63 4BB
1O7,Wood Green ITT Alliance,WS10 9QU,O,Wodensborough Ormiston Academy,WS10 0DR,10042439,139918,Wodensborough Ormiston Academy,WS10 0DR
1GA,Education Teaching Alliance Lewisham,SE23 3SB,8,Athelney Primary School,SE6 3LD,10074647,100672,Athelney Primary School,SE6 3LD
1GA,Education Teaching Alliance Lewisham,SE23 3SB,E,Beecroft Garden Primary,SE4 2BS,10074645,100674,Beecroft Garden Primary,SE4 2BS
1GA,Education Teaching Alliance Lewisham,SE23 3SB,L,Childeric Primary School,SE14 6DG,10068493,146221,Childeric Primary School,SE14 6DG
1GA,Education Teaching Alliance Lewisham,SE23 3SB,9,Elfrida Primary School,SE6 3EN,10070041,100681,Elfrida Primary School,SE6 3EN
1GA,Education Teaching Alliance Lewisham,SE23 3SB,C,Grinling Gibbons Primary School,SE8 5LW,10074639,100685,Grinling Gibbons Primary School,SE8 5LW
1GA,Education Teaching Alliance Lewisham,SE23 3SB,1,Haseltine Primary School,SE26 5AD,10052987,100686,Haseltine Primary School,SE26 5AD
1GA,Education Teaching Alliance Lewisham,SE23 3SB,2,Kilmorie Primary School,SE23 2SP,10069168,100718,Kilmorie Primary School,SE23 2SP
1GA,Education Teaching Alliance Lewisham,SE23 3SB,A,Rathfern Primary School,SE6 4NL,10074629,100700,Rathfern Primary School,SE6 4NL
1GA,Education Teaching Alliance Lewisham,SE23 3SB,3,Stillness Junior School,SE23 1NH,10075069,100704,Stillness Junior School,SE23 1NH
2G5,TKAT (School Direct),DA14 5AA,X,Belvedere Junior School,DA17 6AA,10039892,139115,Belvedere Junior School,DA17 6AA
2G5,TKAT (School Direct),DA14 5AA,7,Broadfield Primary Academy,RH11 9PD,10038415,138453,Broadfield Primary Academy,RH11 9PD
2G5,TKAT (School Direct),DA14 5AA,L,Castilion Primary School,SE28 8QA,10082971,146892,Castilion Primary School,SE28 8QA
2G5,TKAT (School Direct),DA14 5AA,-,Cleeve Park School,DA14 4JN,10038699,138686,Cleeve Park School,DA14 4JN
2G5,TKAT (School Direct),DA14 5AA,8,Dame Janet Primary Academy,CT12 6QY,10039504,138972,Dame Janet Primary Academy,CT12 6QY
2G5,TKAT (School Direct),DA14 5AA,Y,East Wickham Primary Academy,DA16 3BP,10033427,136599,East Wickham Primary Academy,DA16 3BP
2G5,TKAT (School Direct),DA14 5AA,W,Highsted Grammar School,ME10 4PT,10031571,136305,Highsted Grammar School,ME10 4PT
2G5,TKAT (School Direct),DA14 5AA,C,Hilltop Primary School,RH11 8QL,10038613,138648,Hilltop Primary School,RH11 8QL
2G5,TKAT (School Direct),DA14 5AA,1,Hillview School for Girls,TN9 2HE,10034679,137104,Hillview School for Girls,TN9 2HE
2G5,TKAT (School Direct),DA14 5AA,E,Horizon Primary Academy,BR8 7BT,10034965,137136,Horizon Primary Academy,BR8 7BT
2G5,TKAT (School Direct),DA14 5AA,2,Kemnal Technology College,DA14 5AA,10031350,136281,Kemnal Technology College,DA14 5AA
2G5,TKAT (School Direct),DA14 5AA,G,Newlands Primary School,CT11 7AJ,10038052,138436,Newlands Primary School,CT11 7AJ
2G5,TKAT (School Direct),DA14 5AA,3,Orchards Academy,BR8 7TE,10032208,136304,Orchards Academy,BR8 7TE
2G5,TKAT (School Direct),DA14 5AA,D,Ore Village Primary Academy,TN35 5DB,10041612,139683,Ore Village Primary Academy,TN35 5DB
2G5,TKAT (School Direct),DA14 5AA,T,Pebsham Primary Academy,TN40 2PU,10044189,140411,Pebsham Primary Academy,TN40 2PU
2G5,TKAT (School Direct),DA14 5AA,4,Rainham School for Girls,ME8 0BX,10032961,136456,Rainham School for Girls,ME8 0BX
2G5,TKAT (School Direct),DA14 5AA,K,Royal Park Primary Academy,DA14 4PX,10056117,142723,Royal Park Primary Academy,DA14 4PX
2G5,TKAT (School Direct),DA14 5AA,M,Seymour Primary School,RH11 9ES,10038658,138645,Seymour Primary School,RH11 9ES
2G5,TKAT (School Direct),DA14 5AA,N,Smarden Primary School,TN27 8ND,10035486,137529,Smarden Primary School,TN27 8ND
2G5,TKAT (School Direct),DA14 5AA,O,The Bewbush Academy,RH11 8XW,10037078,138050,The Bewbush Academy,RH11 8XW
2G5,TKAT (School Direct),DA14 5AA,P,The Mill Primary Academy,RH11 0EL,10042712,139958,The Mill Primary Academy,RH11 0EL
2G5,TKAT (School Direct),DA14 5AA,5,Thomas Bennett Community College,RH10 5AD,10038686,138620,Thomas Bennett Community College,RH10 5AD
2G5,TKAT (School Direct),DA14 5AA,V,Townley Grammar School ,DA6 7AB,10035976,137769,Townley Grammar School,DA6 7AB
2G5,TKAT (School Direct),DA14 5AA,6,Welling School,DA16 1LB,10033600,136720,Welling School,DA16 1LB
1L9,Rother Teaching School Alliance,TN40 1SE,F,Battle Abbey School,TN33 0AD,10000573,114622,Battle Abbey School,TN33 0AD
1L9,Rother Teaching School Alliance,TN40 1SE,B,Bexhill College,TN40 2JG,10000670,130670,Bexhill College,TN40 2JG
1L9,Rother Teaching School Alliance,TN40 1SE,N,Breakwater Academy,BN9 9UT,10057570,143120,Breakwater Academy,BN9 9UT
1L9,Rother Teaching School Alliance,TN40 1SE,C,Claverham Community College,TN33 0HT,10001492,114584,Claverham Community College,TN33 0HT
1L9,Rother Teaching School Alliance,TN40 1SE,K,King Offa Primary Academy,TN39 4HS,10038359,138400,King Offa Primary Academy,TN39 4HS
1L9,Rother Teaching School Alliance,TN40 1SE,Y,Maynards Green Community Primary School,TN21 0DD,10072140,114407,Maynards Green Community Primary School,TN21 0DD
1L9,Rother Teaching School Alliance,TN40 1SE,R,Robertsbridge Community College,TN32 5EA,10007997,114588,Robertsbridge Community College,TN32 5EA
2LR,Oriel ITT Partnership,RH10 7XW,5,Ifield Community College,RH11 0DB,10003247,126071,Ifield Community College,RH11 0DB
2LR,Oriel ITT Partnership,RH10 7XW,T,Oakwood School,RH6 9AE,10016805,125273,Oakwood School,RH6 9AE
2LR,Oriel ITT Partnership,RH10 7XW,B,Oathall Community College,RH16 2AQ,10016812,126085,Oathall Community College,RH16 2AQ
2LR,Oriel ITT Partnership,RH10 7XW,-,Oriel High School,RH10 7XW,10016856,134042,Oriel High School,RH10 7XW
2LR,Oriel ITT Partnership,RH10 7XW,F,The Burgess Hill Academy,RH15 9EA,10052495,142089,The Burgess Hill Academy,RH15 9EA
2LR,Oriel ITT Partnership,RH10 7XW,A,The Forest School,RH13 5NT,10007930,126065,The Forest School,RH13 5NT
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,A,All Saints Catholic High School,L33 8XF,10027911,135479,All Saints Catholic High School,L33 8XF
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,M,Astmoor Primary School,WA7 2JE,10068858,111217,Astmoor Primary School,WA7 2JE
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,C,Cardinal Newman Catholic High School,WA4 1RX,10018046,111456,Cardinal Newman Catholic High School,WA4 1RX
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,E,Halewood Academy,L26 1UU,10037932,139614,Halewood Academy,L26 1UU
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,H,Hartford Church of England High School,CW8 1LH,10038790,138148,Hartford Church of England High School,CW8 1LH
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,B,Hillside High School,L20 9NU,10048637,141693,Hillside High School,L20 9NU
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,L,Lunts Heath Primary School,WA8 9RJ,10069955,111199,Lunts Heath Primary School,WA8 9RJ
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,S,St Bede's Catholic Junior School,WA8 6EL,10070188,111371,St Bede's Catholic Junior School,WA8 6EL
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,F,St John Fisher Catholic Primary School,WA8 0BW,10070176,111392,St John Fisher Catholic Primary School,WA8 0BW
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,7,Whiston Willis Primary Academy,L35 2XY,10067549,145613,Whiston Willis Primary Academy,L35 2XY
1KQ,Wade Deacon High School Innovation Enterprise Alliance,WA8 7TD,K,Yew Tree Primary Academy,L26 1UU,10068501,146115,Yew Tree Primary Academy,L26 1UU
1JA,Blackfriars Teaching School Alliance,ST5 2TF,F,Clayton Hall Academy,ST5 3DN,10053919,142278,Clayton Hall Academy,ST5 3DN
1JA,Blackfriars Teaching School Alliance,ST5 2TF,M,Hempstalls Primary School,ST5 9LH,10056891,142843,Hempstalls Primary School,ST5 9LH
1JA,Blackfriars Teaching School Alliance,ST5 2TF,V,Saxon Hill Academy,WS14 9DE,10053881,142094,Saxon Hill Academy,WS14 9DE
1JA,Blackfriars Teaching School Alliance,ST5 2TF,L,Seabridge Primary School,ST5 3PJ,10063740,144439,Seabridge Primary School,ST5 3PJ
1JA,Blackfriars Teaching School Alliance,ST5 2TF,K,St John Fisher Catholic College,ST5 2SJ,10045642,140802,St John Fisher Catholic College,ST5 2SJ
1JA,Blackfriars Teaching School Alliance,ST5 2TF,I,The Grove School,TF9 1HF,10081958,146580,The Grove School,TF9 1HF
1JA,Blackfriars Teaching School Alliance,ST5 2TF,B,The Orme Academy,ST5 9JU,10049638,142015,The Orme Academy,ST5 9JU
1JA,Blackfriars Teaching School Alliance,ST5 2TF,H,University of Derby,DE22 1GB,10007851,133811,University of Derby,DE22 1GB
1JA,Blackfriars Teaching School Alliance,ST5 2TF,Z,Walton Hall Academy,ST21 6JR,10046276,140997,Walton Hall Academy,ST21 6JR
2BY,Alton Schools Teaching Alliance,GU10 4BW,A,Alton Infant School,GU34 1DH,10080446,115850,Alton Infant School,GU34 1DH
2BY,Alton Schools Teaching Alliance,GU10 4BW,C,Anstey Junior School,GU34 2DR,10070627,115851,Anstey Junior School,GU34 2DR
2BY,Alton Schools Teaching Alliance,GU10 4BW,-,Bushy Leaze Early Years Centre,GU34 2DR,,130861,Bushy Leaze Early Years Centre,GU34 2DR
2BY,Alton Schools Teaching Alliance,GU10 4BW,G,The Butts Primary School,GU34 1PW,10076977,116025,The Butts Primary School,GU34 1PW
2BY,Alton Schools Teaching Alliance,GU10 4BW,W,Wootey Infant School,GU34 2JA,10075372,115985,Wootey Infant School,GU34 2JA
2BY,Alton Schools Teaching Alliance,GU10 4BW,M,Wootey Junior School,GU34 2JA,10079090,116037,Wootey Junior School,GU34 2JA
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,1,Braunstone Community Primary School,LE3 1QH,10057819,143245,Braunstone Community Primary School,LE3 1QH
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,0,Brookside Primary School,LE2 4FU,10067233,145619,Brookside Primary School,LE2 4FU
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,9,Enderby Danemill Primary School,LE19 4LH,10043936,140316,Enderby Danemill Primary School,LE19 4LH
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,4,Fossebrook Primary School,LE3 3FF,10057805,142410,Fossebrook Primary School,LE3 3FF
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,7,Greystoke Primary School,LE19 2GX,10049291,141903,Greystoke Primary School,LE19 2GX
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,G,Keyham Lodge School,LE5 1FG,10018105,131187,Keyham Lodge School,LE5 1FG
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,K,Leighfield Primary School,LE15 9TS,10040970,139481,Leighfield Primary School,LE15 9TS
1BJ,Inspiring Leaders with Discovery Schools Trust,LE4 1EZ,R,Merrydale Junior School,LE5 0PL,10057875,143244,Merrydale Junior School,LE5 0PL
